iter	RMSE
0	0.1271053509
1	0.1176667782
2	0.1095128885
3	0.1033445143
4	0.09697502479
5	0.09045031309
6	0.0852250246
7	0.0806777585
8	0.07665724335
9	0.0724036672
10	0.06920489176
11	0.0664988544
12	0.0636068085
13	0.0613246602
14	0.05909193937
15	0.05683042592
16	0.05483110842
17	0.05296437806
18	0.05123518113
19	0.04970845414
20	0.04824951524
21	0.04709217516
22	0.04609665271
23	0.04535781997
24	0.04444398941
25	0.04392158813
26	0.04318842685
27	0.04238398283
28	0.04172968094
29	0.04115084752
30	0.04063693538
31	0.03985140197
32	0.03900759217
33	0.03837626242
34	0.03786510647
35	0.03719223655
36	0.03672287115
37	0.03634705505
38	0.03582645149
39	0.03568101903
40	0.03520819194
41	0.03493591315
42	0.03448207839
43	0.03392658666
44	0.03355319994
45	0.03318612155
46	0.03300010713
47	0.03259133526
48	0.0324066466
49	0.03218882004
50	0.03181177274
51	0.0314828618
52	0.03127570837
53	0.03088446517
54	0.03059113828
55	0.03038578348
56	0.03003309193
57	0.02980803557
58	0.02961542647
59	0.02938065773
60	0.02911686853
61	0.0287394857
62	0.02851364775
63	0.02810979799
64	0.02783997677
65	0.02755488082
66	0.02741286278
67	0.02708012334
68	0.02684004708
69	0.02668107823
70	0.02638617322
71	0.02613897455
72	0.02590352223
73	0.0256278387
74	0.02537292018
75	0.02513765474
76	0.02498226612
77	0.02489793206
78	0.0245762105
79	0.02428724911
80	0.02414494248
81	0.02390701923
82	0.023776542
83	0.02355064482
84	0.02330950513
85	0.02316648921
86	0.02304106596
87	0.02283928762
88	0.02266009332
89	0.02256411358
90	0.02244306922
91	0.0223399588
92	0.02222643628
93	0.02217669611
94	0.02205090571
95	0.02195966291
96	0.02187523914
97	0.02179399011
98	0.02172279675
99	0.02167670819
100	0.02152824394
101	0.02132480924
102	0.02123455414
103	0.02116035653
104	0.02100120862
105	0.02085651959
106	0.02073335171
107	0.02060302643
108	0.0205283302
109	0.02043357807
110	0.02029903682
111	0.02011487805
112	0.01992667858
113	0.01983883585
114	0.01957480189
115	0.019403862
116	0.01917464539
117	0.01908555914
118	0.01897039135
119	0.01873413596
120	0.01851128675
121	0.01843440218
122	0.01826428659
123	0.01815580771
124	0.01805238316
125	0.01799706487
126	0.01793279009
127	0.01781847262
128	0.017670723
129	0.01756571239
130	0.01752342858
131	0.01742354679
132	0.01730615069
133	0.01717207732
134	0.01707153104
135	0.01706693711
136	0.01697695566
137	0.01690756547
138	0.01681129937
139	0.01673389008
140	0.01660730057
141	0.01650534494
142	0.01636666135
143	0.01631202736
144	0.01621073466
145	0.01608795084
146	0.01591688597
147	0.01580353171
148	0.01572315534
149	0.01565199906
150	0.01548358644
151	0.01539730281
152	0.01527712197
153	0.01516526977
154	0.01510875762
155	0.01510096491
156	0.0150221106
157	0.01500874635
158	0.01490944004
159	0.01479809631
160	0.014752251
161	0.0146878219
162	0.01453047119
163	0.01440789856
164	0.01435624701
165	0.0142923816
166	0.01422988356
167	0.01416864742
168	0.01410900368
169	0.01401452307
170	0.01397778659
171	0.01390480803
172	0.01384134389
173	0.01375354616
174	0.01369274991
175	0.01367336787
176	0.01359538748
177	0.01353963937
178	0.01341499439
179	0.01334478907
180	0.01327299137
181	0.01318998179
182	0.01310597608
183	0.01304990425
184	0.01292382883
185	0.01290313127
186	0.01282420481
187	0.0126882334
188	0.01262811706
189	0.0125655471
190	0.01249049984
191	0.01246103687
192	0.01241594952
193	0.01241164821
194	0.01239015769
195	0.01234485492
196	0.01220827905
197	0.01211351803
198	0.0120813266
199	0.01203985474
200	0.01197099004
201	0.01191302659
202	0.0118494147
203	0.01182187331
204	0.01176461218
205	0.01170827818
206	0.01161356683
207	0.01158076384
208	0.0114774676
209	0.01142207686
210	0.01133658253
211	0.01126438588
212	0.01126220767
213	0.0112126489
214	0.0111623552
215	0.01107745309
216	0.0110356963
217	0.01103372593
218	0.01097410614
219	0.01092245862
220	0.01083344856
221	0.01080088712
222	0.01079880068
223	0.01075926652
224	0.0107139099
225	0.01066678279
226	0.01062904672
227	0.01054344267
228	0.01047785081
229	0.01043984484
230	0.0104382116
231	0.01037051282
232	0.01032232748
233	0.01028447244
234	0.01019234241
235	0.01018932961
236	0.01018757119
237	0.01011223178
238	0.0100768125
239	0.01005162341
240	0.009997855493
241	0.009958306586
242	0.0098830893
243	0.009861028354
244	0.009859599427
245	0.009829951186
246	0.009817200743
247	0.009815756486
248	0.009736110741
249	0.009727649938
